"","yearel","difdemshare","mdemsharenext","mdemshareprev"
"290",1948,-0.211181670427322,0.393436163663864,0.408660441637039
"293",1948,0.0392454266548157,0.55524605512619,0.509494304656982
"299",1948,-0.231048911809921,0.338507264852524,0.338756203651428
"314",1948,0.175507068634033,0.610752761363983,0.631223201751709
"317",1948,0.0738798081874847,0.597879230976105,0.526721119880676
"320",1948,-0.208009868860245,0.381492048501968,0.414540827274323
"323",1948,0.0864873230457306,0.581187844276428,0.512545168399811
"329",1948,-0.0514502823352814,0.422599375247955,0.431375712156296
"332",1948,0.107579469680786,0.608147740364075,0.578928768634796
"335",1948,0.243404150009155,0.641158401966095,0.630519151687622
"338",1948,-0.0908604860305786,0.392090976238251,0.414985239505768
"341",1948,0.0841000080108643,0.555431842803955,0.529476523399353
"344",1948,-0.00617682933807373,0.442523181438446,0.464892327785492
"347",1948,-0.127825289964676,0.391132682561874,0.40867230296135
"359",1948,0.0360055863857269,0.55524605512619,0.509494304656982
"362",1948,0.0581799447536469,0.571296095848083,0.510195434093475
"365",1948,0.0421663522720337,0.569284200668335,0.489214479923248
"380",1948,0.107343792915344,0.608147740364075,0.578928768634796
"383",1948,-0.162600517272949,0.371515184640884,0.403639167547226
"386",1948,0.0156019032001495,0.520029544830322,0.465887308120728
"389",1948,-0.0527241230010986,0.422599375247955,0.431375712156296
"398",1948,-0.128637582063675,0.391132682561874,0.40867230296135
"401",1948,-0.170262187719345,0.368037611246109,0.408233940601349
"407",1948,-0.0419469177722931,0.4126837849617,0.447118937969208
"410",1948,-0.0800433456897736,0.393856048583984,0.466867417097092
"413",1948,-0.061382532119751,0.425354391336441,0.442281723022461
"416",1948,0.062309741973877,0.538226783275604,0.495486587285995
"419",1948,-0.0636284351348877,0.425354391336441,0.442281723022461
"422",1948,-0.0350539684295654,0.463498711585999,0.4673912525177
"425",1948,-0.0128954350948334,0.455277919769287,0.490103662014008
"431",1948,-0.0373982489109039,0.463498711585999,0.4673912525177
"434",1948,0.033906627446413,0.544944763183594,0.501775443553925
"437",1948,0.220655709505081,0.645943760871887,0.60882979631424
"440",1948,-0.112625181674957,0.423870593309402,0.438292682170868
"443",1948,0.0447646081447601,0.569284200668335,0.489214479923248
"446",1948,0.0250398516654968,0.535835683345795,0.515917360782623
"449",1948,0.0516249239444733,0.56830370426178,0.540523052215576
"452",1948,-0.00362634658813477,0.452087700366974,0.453472971916199
"455",1948,0.0832683742046356,0.555431842803955,0.529476523399353
"458",1948,0.112936407327652,0.621084570884705,0.577381432056427
"461",1948,-0.0384061336517334,0.463498711585999,0.4673912525177
"464",1948,-0.0618208646774292,0.425354391336441,0.442281723022461
"467",1948,0.0225777328014374,0.526719570159912,0.52318012714386
"473",1948,-0.127487242221832,0.391132682561874,0.40867230296135
"476",1948,-0.206707358360291,0.381492048501968,0.414540827274323
"482",1948,-0.221991121768951,0.352606773376465,0.351172238588333
"485",1948,-0.00531330704689026,0.442523181438446,0.464892327785492
"488",1948,-0.187178373336792,0.35799053311348,0.392098784446716
"491",1948,-0.242379784584045,0.383287221193314,0.350013911724091
"494",1948,-0.180366039276123,0.394276797771454,0.414450019598007
"503",1948,-0.137922883033752,0.360695838928223,0.395641356706619
"509",1948,0.142061054706573,0.584069490432739,0.583165347576141
"518",1948,-0.0590566992759705,0.416869193315506,0.459104090929031
"521",1948,-0.0329068899154663,0.427786231040955,0.445796489715576
"524",1948,0.0569879710674286,0.571296095848083,0.510195434093475
"527",1948,0.163925915956497,0.610120296478271,0.53767466545105
"530",1948,-0.114598244428635,0.423870593309402,0.438292682170868
"533",1948,-0.0428788661956787,0.4126837849617,0.447118937969208
"536",1948,0.0616490840911865,0.538226783275604,0.495486587285995
"542",1948,-0.0898603200912476,0.407004415988922,0.466141819953918
"545",1948,0.0756597518920898,0.573001980781555,0.525536715984344
"548",1948,-0.157254338264465,0.422813564538956,0.382385939359665
"551",1948,-0.0169868767261505,0.447776228189468,0.481011390686035
"554",1948,-0.0425699949264526,0.4126837849617,0.447118937969208
"557",1948,-0.183021634817123,0.394276797771454,0.414450019598007
"560",1948,0.14971661567688,0.592054784297943,0.569956600666046
"563",1948,0.127131551504135,0.573815405368805,0.548367142677307
"566",1948,0.0526461601257324,0.56830370426178,0.540523052215576
"569",1948,-0.0578038990497589,0.416869193315506,0.459104090929031
"572",1948,0.0828578472137451,0.555431842803955,0.529476523399353
"584",1948,-0.0934320688247681,0.392090976238251,0.414985239505768
"587",1948,0.0405817031860352,0.569284200668335,0.489214479923248
"590",1948,-0.0431184768676758,0.4126837849617,0.447118937969208
"593",1948,-0.0823045074939728,0.393856048583984,0.466867417097092
"599",1948,0.164010286331177,0.610120296478271,0.53767466545105
"602",1948,0.0833211839199066,0.555431842803955,0.529476523399353
"605",1948,-0.117379635572433,0.421190738677979,0.445347845554352
"611",1948,-0.140914678573608,0.380722761154175,0.420196175575256
"617",1948,-0.132513761520386,0.396961212158203,0.383705943822861
"620",1948,-0.0762102603912354,0.41492372751236,0.448921769857407
"623",1948,-0.0774785578250885,0.41492372751236,0.448921769857407
"626",1948,-0.168800473213196,0.381468206644058,0.418078482151031
"629",1948,-0.0336966812610626,0.427786231040955,0.445796489715576
"632",1948,-0.0230937302112579,0.478721141815186,0.520916044712067
"635",1948,-0.116863042116165,0.421190738677979,0.445347845554352
"638",1948,-0.137614130973816,0.360695838928223,0.395641356706619
"641",1948,-0.1082783639431,0.412696540355682,0.454258769750595
"644",1948,-0.209396481513977,0.381492048501968,0.414540827274323
"647",1948,-0.0371371209621429,0.463498711585999,0.4673912525177
"650",1948,-0.100133627653122,0.422554552555084,0.429781138896942
"653",1948,-0.111850053071976,0.423870593309402,0.438292682170868
"659",1948,-0.151309013366699,0.417075216770172,0.407009094953537
"689",1948,0.152278393507004,0.56660395860672,0.538523316383362
"692",1948,0.134646892547607,0.567602336406708,0.574006497859955
"695",1948,0.142006278038025,0.584069490432739,0.583165347576141
"701",1948,0.1172995865345,0.599108695983887,0.557944357395172
"704",1948,0.0278153717517853,0.535835683345795,0.515917360782623
"707",1948,-0.0791827142238617,0.41492372751236,0.448921769857407
"710",1948,0.144730925559998,0.584069490432739,0.583165347576141
"713",1948,0.233261853456497,0.624011635780334,0.607193648815155
"722",1948,0.103662699460983,0.589743673801422,0.506685197353363
"728",1948,-0.144898414611816,0.380722761154175,0.420196175575256
"731",1948,0.0285457670688629,0.535835683345795,0.515917360782623
"740",1948,-0.0708305835723877,0.448143571615219,0.441522657871246
"764",1948,0.208695441484451,0.591750741004944,0.580021023750305
"767",1948,0.132890552282333,0.567602336406708,0.574006497859955
"770",1948,0.0481754541397095,0.567738711833954,0.525334537029266
"938",1948,0.191445112228394,0.678367853164673,0.604167699813843
"941",1948,0.195083856582642,0.62489664554596,0.606481790542603
"1037",1948,-0.0663424730300903,0.44115549325943,0.44494640827179
"1040",1948,0.188981741666794,0.635246455669403,0.613830387592316
"1046",1948,0.214272856712341,0.677564263343811,0.655063629150391
"1049",1948,0.209453582763672,0.591750741004944,0.580021023750305
"1052",1948,0.203873366117477,0.613519787788391,0.573727965354919
"1058",1948,-0.047175794839859,0.405659049749374,0.488230556249619
"1061",1948,0.127653658390045,0.573815405368805,0.548367142677307
"1070",1948,0.1938256919384,0.678367853164673,0.604167699813843
"1073",1948,-0.106804728507996,0.412696540355682,0.454258769750595
"1076",1948,0.0650807619094849,0.577433168888092,0.543012738227844
"1097",1948,0.160456329584122,0.610120296478271,0.53767466545105
"1130",1948,0.145146012306213,0.592054784297943,0.569956600666046
"1133",1948,0.0934413969516754,0.614796221256256,0.584919214248657
"1136",1948,0.142073184251785,0.584069490432739,0.583165347576141
"1139",1948,0.0614244043827057,0.538226783275604,0.495486587285995
"1145",1948,0.250040680170059,0.638899028301239,0.621499121189117
"1148",1948,0.174201041460037,0.592474937438965,0.59848541021347
"1157",1948,-0.038202315568924,0.463498711585999,0.4673912525177
"1160",1948,0.0140314102172852,0.518354594707489,0.472539275884628
"1163",1948,0.03720423579216,0.55524605512619,0.509494304656982
"1166",1948,0.0601199567317963,0.538226783275604,0.495486587285995
"1169",1948,-0.0220632553100586,0.478721141815186,0.520916044712067
"1175",1948,-0.0201359987258911,0.478721141815186,0.520916044712067
"1178",1948,0.0129631459712982,0.518354594707489,0.472539275884628
"1181",1948,0.180845230817795,0.636393308639526,0.61733740568161
"1184",1948,0.149117738008499,0.592054784297943,0.569956600666046
"1187",1948,-0.030493289232254,0.427786231040955,0.445796489715576
"1199",1948,0.0334121882915497,0.544944763183594,0.501775443553925
"1214",1948,0.0441174507141113,0.569284200668335,0.489214479923248
"1241",1948,0.0627467930316925,0.538226783275604,0.495486587285995
"1250",1948,0.125629395246506,0.573815405368805,0.548367142677307
"1256",1948,0.125916659832001,0.573815405368805,0.548367142677307
"1262",1948,-0.163148373365402,0.371515184640884,0.403639167547226
"1265",1948,-0.184440791606903,0.394276797771454,0.414450019598007
"1271",1948,0.0396867692470551,0.55524605512619,0.509494304656982
"1277",1948,-0.0413205325603485,0.4126837849617,0.447118937969208
"1280",1948,-0.0632205009460449,0.425354391336441,0.442281723022461
"1283",1948,-0.0919742286205292,0.392090976238251,0.414985239505768
"1286",1948,-0.142087131738663,0.380722761154175,0.420196175575256
"1289",1954,0.139252096414566,0.563722848892212,0.560968160629272
"1290",1956,-0.0736019313335419,0.448143571615219,0.441522657871246
"1291",1958,0.0868215262889862,0.581187844276428,0.512545168399811
"1294",1954,-0.0137800276279449,0.455277919769287,0.490103662014008
"1295",1956,-0.180982738733292,0.394276797771454,0.414450019598007
"1296",1958,0.065781980752945,0.577433168888092,0.543012738227844
"1299",1954,-0.0532753467559814,0.422599375247955,0.431375712156296
"1300",1956,-0.199992418289185,0.396428644657135,0.410424441099167
"1301",1958,0.124451160430908,0.561517000198364,0.576838791370392
"1304",1954,-0.148335248231888,0.428617924451828,0.456191748380661
"1306",1958,0.0181110203266144,0.520029544830322,0.465887308120728
"1309",1954,-0.0550075769424438,0.416869193315506,0.459104090929031
"1310",1956,-0.238510131835938,0.384374409914017,0.385249346494675
"1311",1958,0.0759575366973877,0.573001980781555,0.525536715984344
"1314",1954,-0.0200951993465424,0.478721141815186,0.520916044712067
"1315",1956,-0.229007214307785,0.373815447092056,0.373321533203125
"1316",1958,0.120755314826965,0.561517000198364,0.576838791370392
"1319",1954,-0.111661702394485,0.423870593309402,0.438292682170868
"1321",1958,-0.110606104135513,0.423870593309402,0.438292682170868
"1324",1954,0.192721098661423,0.678367853164673,0.604167699813843
"1325",1956,0.224431157112122,0.645943760871887,0.60882979631424
"1334",1954,0.142635077238083,0.584069490432739,0.583165347576141
"1335",1956,0.188630819320679,0.635246455669403,0.613830387592316
"1354",1954,0.0638741254806519,0.538226783275604,0.495486587285995
"1355",1956,0.0956954658031464,0.56675124168396,0.535502552986145
"1359",1954,-0.131641000509262,0.396961212158203,0.383705943822861
"1360",1956,-0.221812605857849,0.352606773376465,0.351172238588333
"1361",1958,-0.0937708616256714,0.392090976238251,0.414985239505768
"1364",1954,-0.0132345855236053,0.455277919769287,0.490103662014008
"1365",1956,-0.0592762231826782,0.416869193315506,0.459104090929031
"1366",1958,-0.0436007976531982,0.4126837849617,0.447118937969208
"1379",1954,-0.159907668828964,0.422813564538956,0.382385939359665
"1380",1956,-0.112465769052505,0.423870593309402,0.438292682170868
"1381",1958,0.0701195001602173,0.597879230976105,0.526721119880676
"1384",1954,-0.240170001983643,0.383287221193314,0.350013911724091
"1385",1956,-0.24768340587616,0.377537816762924,0.442024797201157
"1386",1958,-0.220829874277115,0.352606773376465,0.351172238588333
"1389",1954,-0.00434800982475281,0.452087700366974,0.453472971916199
"1390",1956,-0.148035168647766,0.428617924451828,0.456191748380661
"1391",1958,-0.174068987369537,0.368037611246109,0.408233940601349
"1394",1954,-0.208409816026688,0.381492048501968,0.414540827274323
"1396",1958,-0.171054691076279,0.368037611246109,0.408233940601349
"1399",1954,0.182556629180908,0.636393308639526,0.61733740568161
"1400",1956,0.115413427352905,0.599108695983887,0.557944357395172
"1404",1954,0.210177153348923,0.677564263343811,0.655063629150391
"1405",1956,0.044183999300003,0.569284200668335,0.489214479923248
"1409",1954,-0.227520912885666,0.373815447092056,0.373321533203125
"1411",1958,0.0293070077896118,0.535835683345795,0.515917360782623
"1414",1954,0.0982140302658081,0.56675124168396,0.535502552986145
"1415",1956,-0.0391299724578857,0.463498711585999,0.4673912525177
"1416",1958,0.00456520915031433,0.524780869483948,0.523117542266846
"1419",1954,-0.0883634090423584,0.407004415988922,0.466141819953918
"1420",1956,-0.168131440877914,0.381468206644058,0.418078482151031
"1421",1958,-0.00951376557350159,0.442523181438446,0.464892327785492
"1426",1958,-0.0734830498695374,0.448143571615219,0.441522657871246
"1429",1954,-0.15119206905365,0.417075216770172,0.407009094953537
"1431",1958,-0.121436148881912,0.393183499574661,0.366201162338257
"1434",1954,0.167245864868164,0.595217883586884,0.616234004497528
"1435",1956,0.0906967222690582,0.614796221256256,0.584919214248657
"1439",1954,-0.185261607170105,0.35799053311348,0.392098784446716
"1441",1958,-0.116529524326324,0.421190738677979,0.445347845554352
"1444",1954,0.14126193523407,0.584069490432739,0.583165347576141
"1445",1956,-0.020912766456604,0.478721141815186,0.520916044712067
"1446",1958,-0.0423699021339417,0.4126837849617,0.447118937969208
"1451",1958,-0.196056753396988,0.396428644657135,0.410424441099167
"1454",1954,-0.0964591205120087,0.40701898932457,0.410518795251846
"1455",1956,-0.220751821994781,0.352606773376465,0.351172238588333
"1456",1958,-0.169103562831879,0.381468206644058,0.418078482151031
"1459",1954,-0.204654812812805,0.347458600997925,0.404969841241837
"1461",1958,-0.154339522123337,0.417075216770172,0.407009094953537
"1465",1956,0.122371554374695,0.561517000198364,0.576838791370392
"1469",1954,0.150120437145233,0.56660395860672,0.538523316383362
"1470",1956,0.0491341352462769,0.567738711833954,0.525334537029266
"1471",1958,0.186824202537537,0.635246455669403,0.613830387592316
"1474",1954,-0.0613376200199127,0.425354391336441,0.442281723022461
"1475",1956,-0.209906727075577,0.381492048501968,0.414540827274323
"1476",1958,-0.0737046599388123,0.448143571615219,0.441522657871246
"1480",1956,0.000467360019683838,0.524780869483948,0.523117542266846
"1485",1956,-0.0669683814048767,0.44115549325943,0.44494640827179
"1491",1958,-0.14928662776947,0.428617924451828,0.456191748380661
"1496",1958,-0.210760921239853,0.393436163663864,0.408660441637039
"1499",1954,-0.166728109121323,0.381468206644058,0.418078482151031
"1500",1956,-0.238624006509781,0.384374409914017,0.385249346494675
"1501",1958,-0.0883198082447052,0.407004415988922,0.466141819953918
"1504",1954,-0.139087110757828,0.360695838928223,0.395641356706619
"1505",1956,-0.116217136383057,0.421190738677979,0.445347845554352
"1506",1958,-0.0512960255146027,0.422599375247955,0.431375712156296
"1509",1954,-0.0782844722270966,0.41492372751236,0.448921769857407
"1510",1956,-0.171172857284546,0.368037611246109,0.408233940601349
"1511",1958,-0.0841554999351501,0.393856048583984,0.466867417097092
"1514",1954,0.0897830724716187,0.581187844276428,0.512545168399811
"1515",1956,0.137048155069351,0.563722848892212,0.560968160629272
"1519",1954,0.179284572601318,0.610752761363983,0.631223201751709
"1520",1956,0.000654011964797974,0.524780869483948,0.523117542266846
"1521",1958,0.222761780023575,0.645943760871887,0.60882979631424
"1544",1954,-0.0261789858341217,0.438607752323151,0.462698698043823
"1545",1956,-0.152089715003967,0.417075216770172,0.407009094953537
"1546",1958,-0.127831161022186,0.391132682561874,0.40867230296135
"1559",1954,-0.0343249440193176,0.427786231040955,0.445796489715576
"1560",1956,-0.236893445253372,0.384374409914017,0.385249346494675
"1561",1958,-0.056335836648941,0.416869193315506,0.459104090929031
"1569",1954,-0.00321444869041443,0.452087700366974,0.453472971916199
"1570",1956,-0.0183188915252686,0.447776228189468,0.481011390686035
"1571",1958,-0.0780864953994751,0.41492372751236,0.448921769857407
"1575",1956,0.159671574831009,0.606199741363525,0.617055058479309
"1605",1956,0.224078893661499,0.645943760871887,0.60882979631424
"1609",1954,-0.0728971362113953,0.448143571615219,0.441522657871246
"1610",1956,-0.238213121891022,0.384374409914017,0.385249346494675
"1611",1958,-0.155229926109314,0.422813564538956,0.382385939359665
"1619",1954,-0.143655866384506,0.380722761154175,0.420196175575256
"1620",1956,-0.161314606666565,0.371515184640884,0.403639167547226
"1621",1958,-0.163892984390259,0.371515184640884,0.403639167547226
"1625",1956,-0.243206113576889,0.383287221193314,0.350013911724091
"1626",1958,-0.215718388557434,0.371206998825073,0.412021726369858
"1634",1954,0.223903506994247,0.645943760871887,0.60882979631424
"1635",1956,0.115810602903366,0.599108695983887,0.557944357395172
"1644",1954,-0.229544043540955,0.373815447092056,0.373321533203125
"1646",1958,0.0805509984493256,0.555431842803955,0.529476523399353
"1654",1954,-0.187460392713547,0.35799053311348,0.392098784446716
"1655",1956,-0.149197101593018,0.428617924451828,0.456191748380661
"1656",1958,-0.0159347951412201,0.447776228189468,0.481011390686035
"1661",1958,-0.0765259265899658,0.41492372751236,0.448921769857407
"1676",1958,-0.163618177175522,0.371515184640884,0.403639167547226
"1684",1954,-0.23776564002037,0.384374409914017,0.385249346494675
"1686",1958,-0.238531738519669,0.384374409914017,0.385249346494675
"1691",1958,0.00605031847953796,0.539007782936096,0.497000336647034
"1694",1954,-0.152012348175049,0.417075216770172,0.407009094953537
"1695",1956,-0.183257967233658,0.394276797771454,0.414450019598007
"1696",1958,-0.177249819040298,0.391896307468414,0.425834864377975
"1704",1954,0.230094075202942,0.624011635780334,0.607193648815155
"1709",1954,0.224941730499268,0.645943760871887,0.60882979631424
"1710",1956,0.246471881866455,0.658842325210571,0.661363184452057
"1714",1954,0.107211202383041,0.608147740364075,0.578928768634796
"1715",1956,0.198894768953323,0.62489664554596,0.606481790542603
"1724",1954,0.100524216890335,0.589743673801422,0.506685197353363
"1725",1956,0.06683349609375,0.577433168888092,0.543012738227844
"1726",1958,0.105098485946655,0.608147740364075,0.578928768634796
"1729",1954,-0.0118503868579865,0.455277919769287,0.490103662014008
"1730",1956,-0.0307353436946869,0.427786231040955,0.445796489715576
"1731",1958,0.108071893453598,0.608147740364075,0.578928768634796
"1734",1954,-0.217565894126892,0.371206998825073,0.412021726369858
"1735",1956,-0.238172292709351,0.384374409914017,0.385249346494675
"1736",1958,-0.184061914682388,0.394276797771454,0.414450019598007
"1739",1954,-0.0248401165008545,0.478721141815186,0.520916044712067
"1740",1956,-0.118651986122131,0.421190738677979,0.445347845554352
"1741",1958,-0.0857445895671844,0.407004415988922,0.466141819953918
"1746",1958,-0.238552689552307,0.384374409914017,0.385249346494675
"1749",1954,-0.00995519757270813,0.442523181438446,0.464892327785492
"1750",1956,-0.115904480218887,0.421190738677979,0.445347845554352
"1751",1958,0.00868067145347595,0.539007782936096,0.497000336647034
"1754",1954,0.0186463296413422,0.520029544830322,0.465887308120728
"1755",1956,0.0610521733760834,0.538226783275604,0.495486587285995
"1756",1958,0.23400866985321,0.624011635780334,0.607193648815155
"1759",1954,-0.109640121459961,0.412696540355682,0.454258769750595
"1760",1956,-0.129008293151855,0.391132682561874,0.40867230296135
"1761",1958,-0.0976495742797852,0.40701898932457,0.410518795251846
"1769",1954,0.239667415618896,0.650245904922485,0.628190994262695
"1770",1956,0.0297369062900543,0.535835683345795,0.515917360782623
"1771",1958,0.171737372875214,0.592474937438965,0.59848541021347
"1774",1954,0.231840580701828,0.624011635780334,0.607193648815155
"1775",1956,0.111816674470901,0.621084570884705,0.577381432056427
"1776",1958,0.221337527036667,0.645943760871887,0.60882979631424
"1779",1954,-0.195245951414108,0.396428644657135,0.410424441099167
"1780",1956,-0.209877252578735,0.381492048501968,0.414540827274323
"1781",1958,-0.132461696863174,0.396961212158203,0.383705943822861
"1784",1954,-0.130622297525406,0.396961212158203,0.383705943822861
"1785",1956,-0.171158194541931,0.368037611246109,0.408233940601349
"1786",1958,-0.120715767145157,0.393183499574661,0.366201162338257
"1789",1954,-0.118533134460449,0.421190738677979,0.445347845554352
"1790",1956,-0.197311043739319,0.396428644657135,0.410424441099167
"1791",1958,-0.126462787389755,0.391132682561874,0.40867230296135
"1794",1954,0.0206570327281952,0.526719570159912,0.52318012714386
"1795",1956,-0.0763926208019257,0.41492372751236,0.448921769857407
"1796",1958,0.0293409824371338,0.535835683345795,0.515917360782623
"1799",1954,-0.125582337379456,0.391132682561874,0.40867230296135
"1804",1954,0.221148937940598,0.645943760871887,0.60882979631424
"1805",1956,0.136851221323013,0.563722848892212,0.560968160629272
"1806",1958,0.182901501655579,0.636393308639526,0.61733740568161
"1809",1954,-0.0375438630580902,0.463498711585999,0.4673912525177
"1810",1956,-0.138794779777527,0.360695838928223,0.395641356706619
"1811",1958,-0.139670640230179,0.360695838928223,0.395641356706619
"1814",1954,-0.237387508153915,0.384374409914017,0.385249346494675
"1816",1958,-0.222890496253967,0.352606773376465,0.351172238588333
"1819",1954,-0.0407025814056396,0.4126837849617,0.447118937969208
"1820",1956,-0.155119448900223,0.422813564538956,0.382385939359665
"1821",1958,-0.0765578746795654,0.41492372751236,0.448921769857407
"1824",1954,0.0691475868225098,0.577433168888092,0.543012738227844
"1825",1956,0.0264308452606201,0.535835683345795,0.515917360782623
"1826",1958,0.17748162150383,0.610752761363983,0.631223201751709
"1830",1956,0.237367540597916,0.650245904922485,0.628190994262695
"1840",1956,0.155047863721848,0.606199741363525,0.617055058479309
"1844",1954,-0.212023973464966,0.393436163663864,0.408660441637039
"1850",1956,0.196050524711609,0.62489664554596,0.606481790542603
"1859",1954,0.231147974729538,0.624011635780334,0.607193648815155
"1860",1956,0.105542659759521,0.608147740364075,0.578928768634796
"1864",1954,0.0755182206630707,0.573001980781555,0.525536715984344
"1865",1956,-0.028961569070816,0.438607752323151,0.462698698043823
"1866",1958,0.172225415706635,0.592474937438965,0.59848541021347
"1869",1954,-0.042953610420227,0.4126837849617,0.447118937969208
"1870",1956,-0.20063641667366,0.347458600997925,0.404969841241837
"1871",1958,-0.0391238033771515,0.463498711585999,0.4673912525177
"1875",1956,0.235829144716263,0.650245904922485,0.628190994262695
"1880",1956,0.240286499261856,0.641158401966095,0.630519151687622
"1890",1956,0.190592050552368,0.678367853164673,0.604167699813843
"1894",1954,0.206541538238525,0.591750741004944,0.580021023750305
"1895",1956,0.0806738138198853,0.555431842803955,0.529476523399353
"1899",1954,-0.145143032073975,0.428617924451828,0.456191748380661
"1901",1958,-0.086793452501297,0.407004415988922,0.466141819953918
"1904",1954,-0.0178353786468506,0.447776228189468,0.481011390686035
"1905",1956,-0.109245657920837,0.412696540355682,0.454258769750595
"1906",1958,0.134896874427795,0.567602336406708,0.574006497859955
"1909",1954,0.0820826292037964,0.555431842803955,0.529476523399353
"1910",1956,0.0634080469608307,0.538226783275604,0.495486587285995
"1911",1958,0.215295225381851,0.60321968793869,0.63100653886795
"1926",1958,-0.0502834320068359,0.422599375247955,0.431375712156296
"1931",1958,-0.227395206689835,0.373815447092056,0.373321533203125
"1936",1958,-0.220138162374496,0.352606773376465,0.351172238588333
"1939",1954,-0.149035662412643,0.428617924451828,0.456191748380661
"1940",1956,-0.175930291414261,0.391896307468414,0.425834864377975
"1941",1958,-0.189592689275742,0.35799053311348,0.392098784446716
"1944",1954,-0.129928112030029,0.391132682561874,0.40867230296135
"1945",1956,-0.116236239671707,0.421190738677979,0.445347845554352
"1946",1958,-0.00916114449501038,0.442523181438446,0.464892327785492
"1950",1956,-0.192918062210083,0.391616851091385,0.389421999454498
"1951",1958,-0.109539270401001,0.412696540355682,0.454258769750595
"1954",1954,0.0956338942050934,0.56675124168396,0.535502552986145
